tenure**2*MonthlyCharges**0,tenure**1*MonthlyCharges**1,tenure**0*MonthlyCharges**2,tenure**3*MonthlyCharges**0,tenure**2*MonthlyCharges**1,tenure**1*MonthlyCharges**2,tenure**0*MonthlyCharges**3,tenure**2*TotalCharges**0,tenure**1*TotalCharges**1,tenure**0*TotalCharges**2,tenure**3*TotalCharges**0,tenure**2*TotalCharges**1,tenure**1*TotalCharges**2,tenure**0*TotalCharges**3,MonthlyCharges**2*TotalCharges**0,MonthlyCharges**1*TotalCharges**1,MonthlyCharges**0*TotalCharges**2,MonthlyCharges**3*TotalCharges**0,MonthlyCharges**2*TotalCharges**1,MonthlyCharges**1*TotalCharges**2,MonthlyCharges**0*TotalCharges**3
3721.0,6063.400000000001,9880.36,226981.0,369867.4,602701.9600000001,982107.7840000001,3721.0,362562.64999999997,35326975.3225,226981.0,22116321.65,2154945494.6724997,209971176875.5771,9880.36,590798.8099999999,35326975.3225,982107.7840000001,58725401.713999994,3511501347.0565,209971176875.5771
121.0,224.39999999999998,416.15999999999997,1331.0,2468.3999999999996,4577.759999999999,8489.663999999999,121.0,2545.95,53569.10249999999,1331.0,28005.449999999997,589260.1275,12398568.773624998,416.15999999999997,4721.579999999999,53569.10249999999,8489.663999999999,96320.23199999997,1092809.6909999999,12398568.773624998
3364.0,4065.7999999999997,4914.009999999999,195112.0,235816.4,285012.57999999996,344472.1009999999,3364.0,234839.09999999998,16393996.1025,195112.0,13620667.799999999,950851773.9449999,66378470519.21737,4914.009999999999,283831.39499999996,16393996.1025,344472.1009999999,19896580.789499994,1149219126.78525,66378470519.21737
841.0,2546.2,7708.839999999999,24389.0,73839.79999999999,223556.36,676836.1519999999,841.0,76030.75,6873573.0625,24389.0,2204891.75,199333618.8125,18020790176.609375,7708.839999999999,230189.65,6873573.0625,676836.1519999999,20210651.27,603499714.8874999,18020790176.609375
484.0,1529.0,4830.25,10648.0,33638.0,106265.5,335702.375,484.0,32960.4,2244603.24,10648.0,725128.8,49381271.28,3362864574.168,4830.25,104124.90000000001,2244603.24,335702.375,7236680.550000001,155999925.18,3362864574.168
841.0,2173.55,5617.5025000000005,24389.0,63032.950000000004,162907.5725,421031.81237500004,841.0,62322.450000000004,4618415.902500001,24389.0,1807351.05,133934061.17250003,9925206695.267628,5617.5025000000005,161071.29750000002,4618415.902500001,421031.81237500004,12072293.747625,346150271.89237505,9925206695.267628
36.0,123.89999999999999,426.42249999999996,216.0,743.4,2558.535,8805.624624999999,36.0,655.8,11946.49,216.0,3934.7999999999997,71678.94,1305751.3569999998,426.42249999999996,2257.0449999999996,11946.49,8805.624624999999,46607.97924999999,246695.01849999998,1305751.3569999998
529.0,1033.8500000000001,2020.5025000000003,12167.0,23778.550000000003,46471.55750000001,90821.58737500002,529.0,22927.55,993709.9225000001,12167.0,527333.65,22855328.2175,990579736.2441251,2020.5025000000003,44808.4075,993709.9225000001,90821.58737500002,2014137.9171250002,44667261.016375005,990579736.2441251
961.0,2994.6,9331.56,29791.0,92832.59999999999,289278.36,901428.6959999999,961.0,89216.45,8282596.202499999,29791.0,2765709.9499999997,256760482.27749997,23836897740.98487,9331.56,278009.97,8282596.202499999,901428.6959999999,26855763.101999994,800098793.1614999,23836897740.98487
576.0,2470.8,10598.702500000001,13824.0,59299.200000000004,254368.86000000004,1091136.422375,576.0,59920.799999999996,6233510.889999999,13824.0,1438099.2,149604261.35999995,15563206639.062996,10598.702500000001,257035.26499999998,6233510.889999999,1091136.422375,26461780.53175,641739946.1254998,15563206639.062996
625.0,2482.5,9860.49,15625.0,62062.5,246512.25,979146.657,625.0,62837.5,6317682.25,15625.0,1570937.5,157942056.25,15879494335.375,9860.49,249590.55,6317682.25,979146.657,24784341.615,627345847.425,15879494335.375
4.0,191.7,9187.222499999998,8.0,383.4,18374.444999999996,880595.2766249997,4.0,395.4,39085.28999999999,8.0,790.8,78170.57999999999,7727161.832999999,9187.222499999998,18949.545,39085.28999999999,880595.2766249997,1816313.8882499996,3746325.0464999992,7727161.832999999
4356.0,6903.599999999999,10941.159999999998,287496.0,455637.6,722116.5599999998,1144445.3359999997,4356.0,450083.7,46504898.302499995,287496.0,29705524.2,3069323287.9649997,317137828728.9836,10941.159999999998,713314.47,46504898.302499995,1144445.3359999997,74612693.56199999,4864412362.441499,317137828728.9836
5041.0,6933.150000000001,9535.522500000001,357911.0,492253.65,677022.0975,931143.7721250001,5041.0,474837.35000000003,44727337.6225,357911.0,33713451.85,3175640971.1975,299129724918.63666,9535.522500000001,653068.5525000001,44727337.6225,931143.7721250001,63772144.151625015,4367624518.837126,299129724918.63666
4900.0,7206.5,10598.702500000001,343000.0,504455.0,741909.175,1091136.422375,4900.0,497105.0,50431302.25,343000.0,34797350.0,3530191157.5,358137892928.375,10598.702500000001,731099.425,50431302.25,1091136.422375,75266685.80375001,5191902566.6375,358137892928.375
2304.0,957.5999999999999,398.0025,110592.0,45964.799999999996,19104.12,7940.149875,2304.0,48216.0,1009020.25,110592.0,2314368.0,48432972.0,1013560841.125,398.0025,20039.774999999998,1009020.25,7940.149875,399793.5112499999,20129953.9875,1013560841.125
361.0,1261.6000000000001,4408.960000000001,6859.0,23970.4,83770.24000000002,292754.9440000001,361.0,24434.95,1653924.6024999998,6859.0,464264.05,31424567.447499998,2127029735.0451248,4408.960000000001,85393.72,1653924.6024999998,292754.9440000001,5670143.008,109820593.60599999,2127029735.0451248
2601.0,3085.5,3660.25,132651.0,157360.5,186672.75,221445.125,2601.0,160402.65,9891968.5225,132651.0,8180535.149999999,504490394.64750004,31111724798.54088,3660.25,190281.575,9891968.5225,221445.125,11512035.287500001,598464095.61125,31111724798.54088
4.0,38.5,370.5625,8.0,77.0,741.125,7133.328125,4.0,96.7,2337.7225000000003,8.0,193.4,4675.445000000001,113028.88287500002,370.5625,930.7375000000001,2337.7225000000003,7133.328125,17916.696875,45001.15812500001,113028.88287500002
81.0,715.9499999999999,6328.202499999999,729.0,6443.549999999999,56953.822499999995,503408.50887499994,81.0,6466.95,516314.1024999999,729.0,58202.549999999996,4646826.922499999,370997498.3513749,6328.202499999999,57160.6525,516314.1024999999,503408.50887499994,4547129.906374999,41072786.85387499,370997498.3513749
5184.0,8240.4,13098.8025,373248.0,593308.7999999999,943113.78,1499157.946125,5184.0,603003.6,70141462.50249998,373248.0,43416259.199999996,5050185300.179998,587438255531.5624,13098.8025,958524.4724999999,70141462.50249998,1499157.946125,109703125.87762499,8027690383.411123,587438255531.5624
5184.0,7732.8,11534.760000000002,373248.0,556761.6,830502.7200000002,1238833.2240000004,5184.0,557910.0,60043126.5625,373248.0,40169520.0,4323105112.5,465259176951.1719,11534.760000000002,832215.75,60043126.5625,1238833.2240000004,89379971.55000001,6448631792.8125,465259176951.1719
5184.0,6076.8,7123.360000000001,373248.0,437529.60000000003,512881.92000000004,601211.584,5184.0,438944.39999999997,37166702.6025,373248.0,31603996.799999997,2676002587.38,226584944081.0111,7123.360000000001,514540.38,37166702.6025,601211.584,43427208.072000004,3136869699.651,226584944081.0111
5041.0,5399.55,5783.6025,357911.0,383368.05,410635.7775,439842.970125,5041.0,385987.95,29554988.6025,357911.0,27405144.45,2098404190.7775,160674217788.06113,5783.6025,413442.02249999996,29554988.6025,439842.970125,31442265.811124995,2247656883.2201247,160674217788.06113
3844.0,4036.2,4238.009999999999,238328.0,250244.4,262756.61999999994,275894.45099999994,3844.0,238498.5,14797485.5625,238328.0,14786907.0,917444104.875,56922227587.546875,4238.009999999999,250423.425,14797485.5625,275894.45099999994,16302564.967499997,963316310.1187499,56922227587.546875
5041.0,1427.1000000000001,404.01000000000005,357911.0,101324.1,28684.710000000003,8120.6010000000015,5041.0,98661.59999999999,1930988.1599999997,357911.0,7004973.6,137100159.35999998,2683301147.135999,404.01000000000005,27930.96,1930988.1599999997,8120.6010000000015,561412.296,38812862.015999995,2683301147.135999
2401.0,3822.0,6084.0,117649.0,187278.0,298116.0,474552.0,2401.0,187385.8,14624505.639999999,117649.0,9181904.2,716600776.3599999,55927034468.48799,6084.0,298287.6,14624505.639999999,474552.0,23266432.799999997,1140711439.9199998,55927034468.48799
4900.0,6835.5,9535.522500000001,343000.0,478485.0,667486.5750000001,931143.7721250001,4900.0,488775.0,48755306.25,343000.0,34214250.0,3412871437.5,340433925890.625,9535.522500000001,681841.125,48755306.25,931143.7721250001,66581785.85625,4760955655.3125,340433925890.625
3721.0,6572.75,11610.0625,226981.0,400937.75,708213.8125,1250984.234375,3721.0,397835.89999999997,42535179.60999999,226981.0,24267989.9,2594645956.2099996,277410187898.4589,11610.0625,702734.725,42535179.60999999,1250984.234375,75719666.61874999,4583165602.977499,277410187898.4589
5184.0,7239.599999999999,10110.3025,373248.0,521251.19999999995,727941.78,1016590.9163749999,5184.0,527407.2000000001,53657090.010000005,373248.0,37973318.400000006,3863310480.7200003,393043550032.25104,10110.3025,736538.805,53657090.010000005,1016590.9163749999,74058976.84275,5395220400.505501,393043550032.25104
2916.0,5915.7,12001.2025,157464.0,319447.8,648064.9349999999,1314731.733875,2916.0,330423.3,37441549.1025,157464.0,17842858.2,2021843651.5349998,229102966880.74237,12001.2025,670330.9724999999,37441549.1025,1314731.733875,73434758.03737499,4101721704.178875,229102966880.74237
64.0,357.2,1993.6225,512.0,2857.6,15948.98,89015.24462499999,64.0,2953.2,136271.72249999997,512.0,23625.6,1090173.7799999998,50304706.36087499,1993.6225,16482.547499999997,136271.72249999997,89015.24462499999,735945.7458749998,6084532.409624998,50304706.36087499
5184.0,7984.8,12298.810000000001,373248.0,574905.6,885514.3200000001,1363938.0290000003,5184.0,593341.2000000001,67911608.72250001,373248.0,42720566.400000006,4889635828.02,559649380740.8142,12298.810000000001,913910.2650000001,67911608.72250001,1363938.0290000003,101352648.38850002,7531397407.325252,559649380740.8142
1849.0,2597.2,3648.16,79507.0,111679.59999999999,156870.88,220348.86399999997,1849.0,113543.65000000001,6972504.302500001,79507.0,4882376.95,299817685.00750005,18411246235.96638,3648.16,159489.22,6972504.302500001,220348.86399999997,9633148.888,421139259.87100005,18411246235.96638
2809.0,1052.0500000000002,394.02250000000004,148877.0,55758.65000000001,20883.1925,7821.346625000001,2809.0,55090.850000000006,1080456.3025,148877.0,2919815.0500000003,57264184.0325,1123080303.633625,394.02250000000004,20633.082500000004,1080456.3025,7821.346625000001,409566.68762500014,21447057.604625,1123080303.633625
2209.0,1863.55,1572.1225,103823.0,87586.84999999999,73889.75749999999,62334.657125,2209.0,84536.55,3235141.8225000002,103823.0,3973217.85,152051665.6575,5818887839.039626,1572.1225,71316.4725,3235141.8225000002,62334.657125,2827698.134625,128273373.262125,5818887839.039626
4761.0,5482.05,6312.302500000001,328509.0,378261.45,435548.87250000006,501512.43362500006,4761.0,379675.95,30278056.5025,328509.0,26197640.55,2089185898.6725001,166606519807.8314,6312.302500000001,437177.59750000003,30278056.5025,501512.43362500006,34733760.121375,2405591589.1236253,166606519807.8314
3364.0,3784.5,4257.5625,195112.0,219501.0,246938.625,277805.953125,3364.0,219912.8,14376230.559999999,195112.0,12754942.399999999,833821372.4799999,54508915791.29599,4257.5625,247401.9,14376230.559999999,277805.953125,16142973.975,938049044.04,54508915791.29599
3969.0,4003.6499999999996,4038.6024999999995,250047.0,252229.94999999998,254431.95749999996,256653.18887499996,3969.0,252894.59999999998,16113801.639999999,250047.0,15932359.799999999,1015169503.3199999,64684022543.287994,4038.6024999999995,255102.40999999997,16113801.639999999,256653.18887499996,16211758.155499998,1024032094.2219999,64684022543.287994
256.0,315.2,388.09,4096.0,5043.2,6209.44,7645.373,256.0,5478.4,117237.75999999998,4096.0,87654.4,1875804.1599999997,40142209.02399999,388.09,6745.28,117237.75999999998,7645.373,132882.016,2309583.8719999995,40142209.02399999
3249.0,3174.9,3102.4900000000002,185193.0,180969.30000000002,176841.93000000002,172808.69300000003,3249.0,180781.19999999998,10059046.559999999,185193.0,10304528.399999999,573365653.92,31903272069.695995,3102.4900000000002,176658.12,10059046.559999999,172808.69300000003,9839857.284,560288893.392,31903272069.695995
81.0,442.8,2420.6400000000003,729.0,3985.2000000000003,21785.760000000002,119095.48800000003,81.0,4031.1,200614.40999999997,729.0,36279.9,1805529.6899999997,89855194.23899998,2420.6400000000003,22036.68,200614.40999999997,119095.48800000003,1084204.6560000002,9870228.972,89855194.23899998
1369.0,3422.5,8556.25,50653.0,126632.5,316581.25,791453.125,1369.0,128515.8,12064507.56,50653.0,4755084.600000001,446386779.72,41904860558.904,8556.25,321289.5,12064507.56,791453.125,29719278.75,1115966949.3,41904860558.904
169.0,1051.05,6536.722499999999,2197.0,13663.65,84977.39249999999,528494.0141249999,169.0,13113.1,1017475.6900000001,2197.0,170470.30000000002,13227183.97,1026327728.5030001,6536.722499999999,81553.395,1017475.6900000001,528494.0141249999,6593591.98575,82262909.53649999,1026327728.5030001
5041.0,5175.900000000001,5314.410000000001,357911.0,367488.9,377323.11000000004,387420.48900000006,5041.0,364915.14999999997,26416002.122499995,357911.0,25908975.65,1875536150.6974998,135769005308.90709,5314.410000000001,374680.485,26416002.122499995,387420.48900000006,27314207.3565,1925726554.73025,135769005308.90709
441.0,1451.1,4774.8099999999995,9261.0,30473.1,100271.01,329939.3709999999,441.0,30969.75,2174887.5625,9261.0,650364.75,45672638.8125,3207415432.796875,4774.8099999999995,101905.22499999999,2174887.5625,329939.3709999999,7041651.0474999985,150284730.56875,3207415432.796875
1369.0,2667.7,5198.409999999999,50653.0,98704.9,192341.16999999995,374805.3609999999,1369.0,98360.8,7067090.5600000005,50653.0,3639349.6,261482350.72000003,18787153544.704002,5198.409999999999,191670.63999999998,7067090.5600000005,374805.3609999999,13819453.143999998,509537229.376,18787153544.704002
676.0,2360.7999999999997,8244.64,17576.0,61380.799999999996,214360.63999999998,748613.3119999999,676.0,61406.8,5578099.240000001,17576.0,1596576.8,145030580.24000004,13174354785.032003,8244.64,214451.44,5578099.240000001,748613.3119999999,19472190.752,506491410.9920001,13174354785.032003
5184.0,7844.400000000001,11870.1025,373248.0,564796.8,854647.3800000001,1293247.6673750002,5184.0,567000.0,62015625.0,373248.0,40824000.0,4465125000.0,488373046875.0,11870.1025,857981.25,62015625.0,1293247.6673750002,93477057.1875,6756602343.75,488373046875.0
900.0,3123.0,10836.81,27000.0,93690.0,325104.3,1128111.9209999999,900.0,93633.0,9741265.209999999,27000.0,2808990.0,292237956.29999995,30403462846.930996,10836.81,324906.50999999995,9741265.209999999,1128111.9209999999,33822767.69099999,1014065708.3609998,30403462846.930996
4900.0,5887.0,7072.8099999999995,343000.0,412090.0,495096.69999999995,594823.3209999999,4900.0,418579.0,35756812.089999996,343000.0,29300530.0,2502976846.2999997,213815009254.57297,7072.8099999999995,502892.76999999996,35756812.089999996,594823.3209999999,42293281.956999995,3007147896.7689996,213815009254.57297
400.0,1080.0,2916.0,8000.0,21600.0,58320.0,157464.0,400.0,21118.0,1114924.8100000003,8000.0,422360.0,22298496.200000007,1177249106.8790004,2916.0,57018.600000000006,1114924.8100000003,157464.0,3079004.4000000004,60205939.74000002,1177249106.8790004
5184.0,7941.599999999999,12166.09,373248.0,571795.2,875958.48,1341919.727,5184.0,573616.7999999999,63471495.60999999,373248.0,41300409.599999994,4569947683.919999,505671058375.3089,12166.09,878749.07,63471495.60999999,1341919.727,96926022.42099999,7000905965.782999,505671058375.3089
81.0,817.1999999999999,8244.64,729.0,7354.799999999999,74201.76,748613.3119999999,81.0,7287.75,655695.0625,729.0,65589.75,5901255.5625,530949076.859375,8244.64,73525.3,655695.0625,748613.3119999999,6676097.24,59537111.675,530949076.859375
484.0,458.70000000000005,434.7225000000001,10648.0,10091.400000000001,9563.895000000002,9063.964125000002,484.0,9914.3,203085.4225,10648.0,218114.59999999998,4467879.295,91520445.64962499,434.7225000000001,9396.0525,203085.4225,9063.964125000002,195907.694625,4234331.059125,91520445.64962499
625.0,952.5,1451.6100000000001,15625.0,23812.5,36290.25,55306.34100000001,625.0,24260.0,941676.1599999999,15625.0,606500.0,23541903.999999996,913802545.6639999,1451.6100000000001,36972.24,941676.1599999999,55306.34100000001,1408642.344,35877861.695999995,913802545.6639999
1.0,25.2,635.04,1.0,25.2,635.04,16003.007999999998,1.0,25.2,635.04,1.0,25.2,635.04,16003.007999999998,635.04,635.04,635.04,16003.007999999998,16003.007999999998,16003.007999999998,16003.007999999998
3721.0,6337.900000000001,10795.210000000001,226981.0,386611.9,658507.81,1121622.3190000001,3721.0,393398.14999999997,41591535.7225,226981.0,23997287.15,2537083679.0724998,268230052604.76083,10795.210000000001,670066.685,41591535.7225,1121622.3190000001,69619928.5715,4321360561.56775,268230052604.76083
81.0,813.15,8163.122499999999,729.0,7318.349999999999,73468.1025,737538.1178749999,81.0,6911.099999999999,589670.4099999999,729.0,62199.899999999994,5307033.6899999995,452807907.8389999,8163.122499999999,69379.765,589670.4099999999,737538.1178749999,6268461.76775,53276721.54349999,452807907.8389999
4096.0,7113.6,12354.322500000002,262144.0,455270.4,790676.6400000001,1373182.9458750002,4096.0,445017.6,48349771.559999995,262144.0,28481126.4,3094385379.8399997,336195301565.30396,12354.322500000002,772870.41,48349771.559999995,1373182.9458750002,85904546.0715,5374077108.894,336195301565.30396
5041.0,6244.45,7735.2025,357911.0,443355.95,549199.3775000001,680311.059875,5041.0,451939.85000000003,40517680.6225,357911.0,32087729.35,2876755324.1975,257909218350.43042,7735.2025,559832.5325000001,40517680.6225,680311.059875,49237271.23337501,3563530010.748875,257909218350.43042
1296.0,3412.7999999999997,8987.039999999999,46656.0,122860.79999999999,323533.43999999994,851971.3919999999,1296.0,128363.40000000001,12713859.922500001,46656.0,4621082.4,457698957.21000004,45333174632.66213,8987.039999999999,338023.62,12713859.922500001,851971.3919999999,32044639.176,1205273920.653,45333174632.66213
3721.0,5886.5,9312.25,226981.0,359076.5,568047.25,898632.125,3721.0,346095.7,32190871.689999998,226981.0,21111837.7,1963643173.09,182641348707.55298,9312.25,547512.0499999999,32190871.689999998,898632.125,52834912.824999996,3106419118.0849996,182641348707.55298
4.0,48.9,597.8025,8.0,97.8,1195.605,14616.271125,4.0,95.0,2256.25,8.0,190.0,4512.5,107171.875,597.8025,1161.375,2256.25,14616.271125,28395.618749999998,55165.3125,107171.875
4.0,188.4,8873.640000000001,8.0,376.8,17747.280000000002,835896.8880000002,4.0,335.0,28056.25,8.0,670.0,56112.5,4699421.875,8873.640000000001,15778.5,28056.25,835896.8880000002,1486334.7,2642898.75,4699421.875
484.0,449.9,418.2025,10648.0,9897.8,9200.455,8552.241124999999,484.0,10374.1,222359.4025,10648.0,228230.2,4891906.8549999995,104853576.248875,418.2025,9643.1975,222359.4025,8552.241124999999,197203.388875,4547249.781125,104853576.248875
169.0,259.34999999999997,398.0025,2197.0,3371.5499999999997,5174.0325,7940.149875,169.0,3341.0,66049.0,2197.0,43433.0,858637.0,16974593.0,398.0025,5127.15,66049.0,7940.149875,102286.64249999999,1317677.55,16974593.0
5184.0,1695.6000000000001,554.6025000000001,373248.0,122083.20000000001,39931.380000000005,13060.888875000002,5184.0,124124.40000000001,2972003.6025,373248.0,8936956.8,213984259.38,5123585610.529875,554.6025000000001,40599.0225,2972003.6025,13060.888875000002,956106.979875,69990684.838875,5123585610.529875
676.0,1948.7,5617.5025000000005,17576.0,50666.200000000004,146055.065,421031.81237500004,676.0,47708.700000000004,3367041.5025,17576.0,1240426.2000000002,87543079.065,6178352805.012375,5617.5025000000005,137529.5025,3367041.5025,421031.81237500004,10307836.212375,252359760.612375,6178352805.012375
361.0,1151.4,3672.36,6859.0,21876.600000000002,69774.84,222545.016,361.0,24658.2,1684284.8399999999,6859.0,468505.8,32001411.959999997,2185864865.3519998,3672.36,78646.68,1684284.8399999999,222545.016,4765988.807999999,102067661.30399999,2185864865.3519998
1.0,20.6,424.36000000000007,1.0,20.6,424.36000000000007,8741.816000000003,1.0,20.6,424.36000000000007,1.0,20.6,424.36000000000007,8741.816000000003,424.36000000000007,424.36000000000007,424.36000000000007,8741.816000000003,8741.816000000003,8741.816000000003,8741.816000000003
1024.0,2689.6,7064.402499999999,32768.0,86067.2,226060.87999999998,593763.0301249999,1024.0,89019.2,7738689.422499999,32768.0,2848614.4,247638061.51999998,21527873169.98162,7064.402499999999,233814.4925,7738689.422499999,593763.0301249999,19652108.094625,650436845.9611249,21527873169.98162
2916.0,4930.2,8335.689999999999,157464.0,266230.8,450127.25999999995,761048.4969999999,2916.0,268110.0,24651225.0,157464.0,14477940.0,1331166150.0,122393332125.0,8335.689999999999,453304.5,24651225.0,761048.4969999999,41386700.85,2250656842.5,122393332125.0
400.0,489.0,597.8025,8000.0,9780.0,11956.05,14616.271125,400.0,9656.0,233095.84,8000.0,193120.0,4661916.8,112538671.552,597.8025,11804.46,233095.84,14616.271125,288619.04699999996,5699193.288,112538671.552
1296.0,3056.4,7208.010000000001,46656.0,110030.40000000001,259488.36000000004,611960.0490000001,1296.0,110419.2,9407715.839999998,46656.0,3975091.1999999997,338677770.23999995,28855346024.44799,7208.010000000001,260405.28,9407715.839999998,611960.0490000001,22108408.272,798715074.8159999,28855346024.44799
1.0,70.4,4956.160000000001,1.0,70.4,4956.160000000001,348913.6640000001,1.0,70.4,4956.160000000001,1.0,70.4,4956.160000000001,348913.6640000001,4956.160000000001,4956.160000000001,4956.160000000001,348913.6640000001,348913.6640000001,348913.6640000001,348913.6640000001
729.0,2408.4,7956.64,19683.0,65026.8,214829.28,709732.2880000001,729.0,64357.2,5681548.96,19683.0,1737644.4,153401821.92,13542540101.056,7956.64,212617.12,5681548.96,709732.2880000001,18965447.104,506794167.232,13542540101.056
2500.0,5297.5,11225.4025,125000.0,264875.0,561270.125,1189331.394875,2500.0,267090.0,28534827.240000002,125000.0,13354500.0,1426741362.0,152427340150.63202,11225.4025,565963.7100000001,28534827.240000002,1189331.394875,59963855.07450001,3023264946.078,152427340150.63202
4.0,88.6,1962.4899999999998,8.0,177.2,3924.9799999999996,86938.30699999999,4.0,178.6,7974.49,8.0,357.2,15948.98,712121.9569999999,1962.4899999999998,3955.99,7974.49,86938.30699999999,175250.357,353269.90699999995,712121.9569999999
5184.0,8334.0,13398.0625,373248.0,600048.0,964660.5,1550825.734375,5184.0,607946.4,71296069.69000001,373248.0,43772140.800000004,5133317017.680001,602002623641.4531,13398.0625,977358.2750000001,71296069.69000001,1550825.734375,113129220.33125001,8252520066.617501,602002623641.4531
3025.0,4633.75,7098.0625,166375.0,254856.25,390393.4375,598011.765625,3025.0,252441.75000000003,21066723.022500005,166375.0,13884296.250000002,1158669766.2375002,96693098664.82166,7098.0625,386694.86250000005,21066723.022500005,598011.765625,32579042.165625002,1774871414.6456254,96693098664.82166
2704.0,1843.4,1256.7025,140608.0,95856.8,65348.530000000006,44550.10362500001,2704.0,101865.40000000001,3837485.1025,140608.0,5297000.800000001,199549225.33,7517441441.542376,1256.7025,69444.77750000001,3837485.1025,44550.10362500001,2461817.3623750005,136038846.883625,7517441441.542376
289.0,339.15,398.0025,4913.0,5765.549999999999,6766.0425,7940.149875,289.0,5280.200000000001,96472.36000000002,4913.0,89763.40000000001,1640030.1200000003,29964315.016000006,398.0025,6196.47,96472.36000000002,7940.149875,123619.5765,1924623.5820000002,29964315.016000006
196.0,859.6,3769.96,2744.0,12034.4,52779.44,231475.544,196.0,11417.699999999999,665121.8024999999,2744.0,159847.8,9311705.234999998,542440086.0288749,3769.96,50074.77,665121.8024999999,231475.544,3074590.8779999996,40838478.673499994,542440086.0288749
144.0,241.20000000000002,404.01000000000005,1728.0,2894.4,4848.120000000001,8120.6010000000015,144.0,2788.8,54009.76,1728.0,33465.600000000006,648117.12,12551868.224000001,404.01000000000005,4671.240000000001,54009.76,8120.6010000000015,93891.92400000001,1085596.1760000002,12551868.224000001
36.0,158.10000000000002,694.3225000000001,216.0,948.6000000000001,4165.935,18295.397875000002,36.0,1104.3000000000002,33874.402500000004,216.0,6625.800000000001,203246.41500000004,6234583.780125001,694.3225000000001,4849.717500000001,33874.402500000004,18295.397875000002,127790.05612500002,892590.5058750001,6234583.780125001
4356.0,1343.1000000000001,414.12250000000006,287496.0,88644.6,27332.085000000003,8427.392875000001,4356.0,89727.0,1848240.25,287496.0,5921982.0,121983856.5,2512682619.875,414.12250000000006,27665.825,1848240.25,8427.392875000001,562999.5387500001,37611689.087500006,2512682619.875
529.0,450.8,384.1600000000001,12167.0,10368.4,8835.680000000002,7529.536000000002,529.0,9812.949999999999,182030.22249999997,12167.0,225697.84999999998,4186695.1174999992,77663194.42962499,384.1600000000001,8362.34,182030.22249999997,7529.536000000002,163901.864,3567792.3609999996,77663194.42962499
4624.0,4260.2,3925.0225,314432.0,289693.6,266901.53,245902.659625,4624.0,297554.4,19147625.64,314432.0,20233699.200000003,1302038543.52,83786180275.51201,3925.0225,274143.87,19147625.64,245902.659625,17175113.4555,1199598746.346,83786180275.51201
676.0,2492.1,9187.222499999998,17576.0,64794.6,238867.78499999995,880595.2766249997,676.0,64359.1,6127357.6225,17576.0,1673336.5999999999,159311298.185,15167354690.855373,9187.222499999998,237262.2975,6127357.6225,880595.2766249997,22741591.215375,587307228.116625,15167354690.855373
1849.0,860.0,400.0,79507.0,36980.0,17200.0,8000.0,1849.0,35171.85,669042.2025000001,79507.0,1512389.55,28768814.707500007,547243069.5348752,400.0,16359.0,669042.2025000001,8000.0,327180.0,13380844.050000003,547243069.5348752
1.0,20.2,408.03999999999996,1.0,20.2,408.03999999999996,8242.408,1.0,20.2,408.03999999999996,1.0,20.2,408.03999999999996,8242.408,408.03999999999996,408.03999999999996,408.03999999999996,8242.408,8242.408,8242.408,8242.408
3969.0,6583.5,10920.25,250047.0,414760.5,687975.75,1141166.125,3969.0,415220.4,43438644.64,250047.0,26158885.200000003,2736634612.32,286295419093.312,10920.25,688738.6,43438644.64,1141166.125,71973183.7,4539338364.88,286295419093.312
3025.0,4884.0,7885.44,166375.0,268620.0,433699.19999999995,700227.0719999999,3025.0,264291.5,23090908.090000004,166375.0,14536032.5,1269999944.9500003,110958740644.87701,7885.44,426710.64,23090908.090000004,700227.0719999999,37891904.832,2050472638.3920002,110958740644.87701
1600.0,2412.0,3636.0899999999997,64000.0,96480.0,145443.59999999998,219256.22699999998,1600.0,97940.0,5995152.25,64000.0,3917600.0,239806090.0,14679130284.125,3636.0899999999997,147644.55,5995152.25,219256.22699999998,8902966.364999998,361507680.675,14679130284.125
1600.0,1048.0,686.4399999999999,64000.0,41920.0,27457.6,17984.728,1600.0,43100.0,1161006.25,64000.0,1724000.0,46440250.0,1250984234.375,686.4399999999999,28230.5,1161006.25,17984.728,739639.1,30418363.75,1250984234.375
676.0,504.4,376.35999999999996,17576.0,13114.4,9785.359999999999,7301.383999999998,676.0,13664.3,276202.80249999993,17576.0,355271.8,7181272.864999998,145158382.85387495,376.35999999999996,10195.669999999998,276202.80249999993,7301.383999999998,197795.99799999996,5358334.368499998,145158382.85387495
1.0,49.85,2485.0225,1.0,49.85,2485.0225,123878.371625,1.0,49.85,2485.0225,1.0,49.85,2485.0225,123878.371625,2485.0225,2485.0225,2485.0225,123878.371625,123878.371625,123878.371625,123878.371625
1296.0,3069.0,7267.5625,46656.0,110484.0,261632.25,619559.703125,1296.0,112779.0,9814122.5625,46656.0,4060044.0,353308412.25,30745192457.671875,7267.5625,267066.9375,9814122.5625,619559.703125,22767456.421875,836653948.453125,30745192457.671875
81.0,715.9499999999999,6328.202499999999,729.0,6443.549999999999,56953.822499999995,503408.50887499994,81.0,6510.599999999999,523307.55999999994,729.0,58595.399999999994,4709768.039999999,378560688.9039999,6328.202499999999,57546.469999999994,523307.55999999994,503408.50887499994,4577821.688499999,41629116.397999994,378560688.9039999
